"contact","CIN","current_index","difference","total","month","year"
"Phillip Young","12348021",17862,407,203.5,5,2023
"Phillip Young","12348021",17455,596,298,4,2023
"Phillip Young","12348021",16859,374,187,3,2023
"Phillip Young","12348021",16485,552,276,2,2023
"Phillip Young","12348021",15933,351,175.5,1,2023
"Phillip Young","12348021",15582,344,172,12,2022
"Phillip Young","12348021",15238,489,244.5,11,2022
"Phillip Young","12348021",14749,392,196,10,2022
"Phillip Young","12348021",14357,397,198.5,9,2022
"Phillip Young","12348021",13960,343,171.5,8,2022
"Phillip Young","12348021",13617,402,201,7,2022
"Phillip Young","12348021",13215,377,188.5,6,2022
"Phillip Young","12348021",12838,336,168,5,2022
"Phillip Young","12348021",12502,598,299,4,2022
"Phillip Young","12348021",11904,503,251.5,3,2022
"Phillip Young","12348021",11401,422,211,2,2022
"Phillip Young","12348021",10979,502,251,1,2022
"Phillip Young","12348021",10477,495,247.5,12,2021
"Phillip Young","12348021",9982,433,216.5,11,2021
"Phillip Young","12348021",9549,300,150,10,2021
"Phillip Young","12348021",9249,507,253.5,9,2021
"Phillip Young","12348021",8742,587,293.5,8,2021
"Phillip Young","12348021",8155,410,205,7,2021
"Phillip Young","12348021",7745,448,224,6,2021
"Phillip Young","12348021",7297,594,297,5,2021
"Phillip Young","12348021",6703,501,250.5,4,2021
"Phillip Young","12348021",6202,324,162,3,2021
"Phillip Young","12348021",5878,348,174,2,2021
"Phillip Young","12348021",5530,338,169,1,2021
"Phillip Young","12348021",5192,470,235,12,2020
"Phillip Young","12348021",4722,530,265,11,2020
"Phillip Young","12348021",4192,547,273.5,10,2020
"Phillip Young","12348021",3645,428,214,9,2020
"Phillip Young","12348021",3217,336,168,8,2020
"Phillip Young","12348021",2881,326,163,7,2020
"Phillip Young","12348021",2555,468,234,6,2020
"Phillip Young","12348021",2087,546,273,5,2020
"Phillip Young","12348021",1541,471,235.5,4,2020
"Phillip Young","12348021",1070,350,175,3,2020
"Phillip Young","12348021",720,420,210,2,2020
"Phillip Young","12348021",300,300,150,1,2020
"Phillip Taylor","12348020",31856,524,262,8,2025
"Phillip Taylor","12348020",31332,517,258.5,7,2025
"Phillip Taylor","12348020",30815,453,226.5,6,2025
"Phillip Taylor","12348020",30362,408,204,5,2025
"Phillip Taylor","12348020",29954,542,271,4,2025
"Phillip Taylor","12348020",29412,486,243,3,2025
"Phillip Taylor","12348020",28926,525,262.5,2,2025
"Phillip Taylor","12348020",28401,432,216,1,2025
"Phillip Taylor","12348020",27969,395,197.5,12,2024
"Phillip Taylor","12348020",27574,432,216,11,2024
"Phillip Taylor","12348020",27142,461,230.5,10,2024
"Phillip Taylor","12348020",26681,574,287,9,2024
"Phillip Taylor","12348020",26107,467,233.5,8,2024
"Phillip Taylor","12348020",25640,546,273,7,2024
"Phillip Taylor","12348020",25094,579,289.5,6,2024
"Phillip Taylor","12348020",24515,502,251,5,2024
"Phillip Taylor","12348020",24013,486,243,4,2024
"Phillip Taylor","12348020",23527,368,184,3,2024
"Phillip Taylor","12348020",23159,513,256.5,2,2024
"Phillip Taylor","12348020",22646,566,283,1,2024
"Phillip Taylor","12348020",22080,544,272,12,2023
"Phillip Taylor","12348020",21536,311,155.5,11,2023
"Phillip Taylor","12348020",21225,460,230,10,2023
"Phillip Taylor","12348020",20765,553,276.5,9,2023
"Phillip Taylor","12348020",20212,510,255,8,2023
"Phillip Taylor","12348020",19702,578,289,7,2023
"Phillip Taylor","12348020",19124,576,288,6,2023
"Phillip Taylor","12348020",18548,479,239.5,5,2023
"Phillip Taylor","12348020",18069,544,272,4,2023
"Phillip Taylor","12348020",17525,568,284,3,2023
"Phillip Taylor","12348020",16957,541,270.5,2,2023
"Phillip Taylor","12348020",16416,444,222,1,2023
"Phillip Taylor","12348020",15972,305,152.5,12,2022
"Phillip Taylor","12348020",15667,505,252.5,11,2022
"Phillip Taylor","12348020",15162,347,173.5,10,2022
"Phillip Taylor","12348020",14815,393,196.5,9,2022
"Phillip Taylor","12348020",14422,480,240,8,2022
"Phillip Taylor","12348020",13942,595,297.5,7,2022
"Phillip Taylor","12348020",13347,416,208,6,2022
"Phillip Taylor","12348020",12931,534,267,5,2022
"Phillip Taylor","12348020",12397,302,151,4,2022
"Phillip Taylor","12348020",12095,499,249.5,3,2022
"Phillip Taylor","12348020",11596,409,204.5,2,2022
"Phillip Taylor","12348020",11187,561,280.5,1,2022
"Phillip Taylor","12348020",10626,404,202,12,2021
"Phillip Taylor","12348020",10222,597,298.5,11,2021
"Phillip Taylor","12348020",9625,497,248.5,10,2021
"Phillip Taylor","12348020",9128,505,252.5,9,2021
"Phillip Taylor","12348020",8623,361,180.5,8,2021
"Phillip Taylor","12348020",8262,519,259.5,7,2021
"Phillip Taylor","12348020",7743,311,155.5,6,2021
"Phillip Taylor","12348020",7432,412,206,5,2021
"Phillip Taylor","12348020",7020,374,187,4,2021
"Phillip Taylor","12348020",6646,326,163,3,2021
"Phillip Taylor","12348020",6320,566,283,2,2021
"Phillip Taylor","12348020",5754,488,244,1,2021
"Phillip Taylor","12348020",5266,312,156,12,2020
"Phillip Taylor","12348020",4954,411,205.5,11,2020
"Phillip Taylor","12348020",4543,335,167.5,10,2020
"Phillip Taylor","12348020",4208,599,299.5,9,2020
"Phillip Taylor","12348020",3609,586,293,8,2020
"Phillip Taylor","12348020",3023,414,207,7,2020
"Phillip Taylor","12348020",2609,553,276.5,6,2020
"Phillip Taylor","12348020",2056,399,199.5,5,2020
"Phillip Taylor","12348020",1657,481,240.5,4,2020
"Phillip Taylor","12348020",1176,366,183,3,2020
"Phillip Taylor","12348020",810,510,255,2,2020
"Phillip Taylor","12348020",300,300,150,1,2020
"Phillip Smith","12348019",30716,398,199,8,2025
"Phillip Smith","12348019",30318,444,222,7,2025
"Phillip Smith","12348019",29874,515,257.5,6,2025
"Phillip Smith","12348019",29359,510,255,5,2025
"Phillip Smith","12348019",28849,577,288.5,4,2025
"Phillip Smith","12348019",28272,404,202,3,2025
"Phillip Smith","12348019",27868,551,275.5,2,2025
"Phillip Smith","12348019",27317,323,161.5,1,2025
"Phillip Smith","12348019",26994,375,187.5,12,2024
"Phillip Smith","12348019",26619,342,171,11,2024
"Phillip Smith","12348019",26277,328,164,10,2024
"Phillip Smith","12348019",25949,557,278.5,9,2024
"Phillip Smith","12348019",25392,510,255,8,2024
"Phillip Smith","12348019",24882,334,167,7,2024
"Phillip Smith","12348019",24548,572,286,6,2024
"Phillip Smith","12348019",23976,581,290.5,5,2024
"Phillip Smith","12348019",23395,439,219.5,4,2024
"Phillip Smith","12348019",22956,574,287,3,2024
"Phillip Smith","12348019",22382,454,227,2,2024
"Phillip Smith","12348019",21928,473,236.5,1,2024
"Phillip Smith","12348019",21455,468,234,12,2023
"Phillip Smith","12348019",20987,455,227.5,11,2023
"Phillip Smith","12348019",20532,443,221.5,10,2023
"Phillip Smith","12348019",20089,587,293.5,9,2023
"Phillip Smith","12348019",19502,480,240,8,2023
"Phillip Smith","12348019",19022,349,174.5,7,2023
"Phillip Smith","12348019",18673,391,195.5,6,2023
"Phillip Smith","12348019",18282,567,283.5,5,2023
"Phillip Smith","12348019",17715,354,177,4,2023
"Phillip Smith","12348019",17361,313,156.5,3,2023
"Phillip Smith","12348019",17048,425,212.5,2,2023
"Phillip Smith","12348019",16623,479,239.5,1,2023
"Phillip Smith","12348019",16144,415,207.5,12,2022
"Phillip Smith","12348019",15729,528,264,11,2022
"Phillip Smith","12348019",15201,344,172,10,2022
"Phillip Smith","12348019",14857,324,162,9,2022
"Phillip Smith","12348019",14533,506,253,8,2022
"Phillip Smith","12348019",14027,501,250.5,7,2022
"Phillip Smith","12348019",13526,544,272,6,2022
"Phillip Smith","12348019",12982,506,253,5,2022
"Phillip Smith","12348019",12476,424,212,4,2022
"Phillip Smith","12348019",12052,348,174,3,2022
"Phillip Smith","12348019",11704,412,206,2,2022
"Phillip Smith","12348019",11292,353,176.5,1,2022
"Phillip Smith","12348019",10939,319,159.5,12,2021
"Phillip Smith","12348019",10620,463,231.5,11,2021
"Phillip Smith","12348019",10157,322,161,10,2021
"Phillip Smith","12348019",9835,502,251,9,2021
"Phillip Smith","12348019",9333,486,243,8,2021
"Phillip Smith","12348019",8847,421,210.5,7,2021
"Phillip Smith","12348019",8426,525,262.5,6,2021
"Phillip Smith","12348019",7901,459,229.5,5,2021
"Phillip Smith","12348019",7442,499,249.5,4,2021
"Phillip Smith","12348019",6943,516,258,3,2021
"Phillip Smith","12348019",6427,377,188.5,2,2021
"Phillip Smith","12348019",6050,572,286,1,2021
"Phillip Smith","12348019",5478,477,238.5,12,2020
"Phillip Smith","12348019",5001,543,271.5,11,2020
"Phillip Smith","12348019",4458,327,163.5,10,2020
"Phillip Smith","12348019",4131,329,164.5,9,2020
"Phillip Smith","12348019",3802,496,248,8,2020
"Phillip Smith","12348019",3306,471,235.5,7,2020
"Phillip Smith","12348019",2835,556,278,6,2020
"Phillip Smith","12348019",2279,530,265,5,2020
"Phillip Smith","12348019",1749,548,274,4,2020
"Phillip Smith","12348019",1201,515,257.5,3,2020
"Phillip Smith","12348019",686,386,193,2,2020
"Phillip Smith","12348019",300,300,150,1,2020
"Perry Salazar","12348018",30572,375,187.5,8,2025
"Perry Salazar","12348018",30197,416,208,7,2025
"Perry Salazar","12348018",29781,325,162.5,6,2025
"Perry Salazar","12348018",29456,492,246,5,2025
"Perry Salazar","12348018",28964,315,157.5,4,2025
"Perry Salazar","12348018",28649,535,267.5,3,2025
"Perry Salazar","12348018",28114,575,287.5,2,2025
"Perry Salazar","12348018",27539,315,157.5,1,2025
"Perry Salazar","12348018",27224,559,279.5,12,2024
"Perry Salazar","12348018",26665,479,239.5,11,2024
"Perry Salazar","12348018",26186,525,262.5,10,2024
"Perry Salazar","12348018",25661,319,159.5,9,2024
"Perry Salazar","12348018",25342,427,213.5,8,2024
"Perry Salazar","12348018",24915,472,236,7,2024
"Perry Salazar","12348018",24443,437,218.5,6,2024
"Perry Salazar","12348018",24006,316,158,5,2024
"Perry Salazar","12348018",23690,599,299.5,4,2024
"Perry Salazar","12348018",23091,579,289.5,3,2024
"Perry Salazar","12348018",22512,445,222.5,2,2024
"Perry Salazar","12348018",22067,553,276.5,1,2024
"Perry Salazar","12348018",21514,461,230.5,12,2023
"Perry Salazar","12348018",21053,560,280,11,2023
"Perry Salazar","12348018",20493,419,209.5,10,2023
"Perry Salazar","12348018",20074,344,172,9,2023
"Perry Salazar","12348018",19730,416,208,8,2023
"Perry Salazar","12348018",19314,566,283,7,2023
"Perry Salazar","12348018",18748,309,154.5,6,2023
"Perry Salazar","12348018",18439,355,177.5,5,2023
"Perry Salazar","12348018",18084,354,177,4,2023
"Perry Salazar","12348018",17730,471,235.5,3,2023
"Perry Salazar","12348018",17259,345,172.5,2,2023
"Perry Salazar","12348018",16914,450,225,1,2023
"Perry Salazar","12348018",16464,483,241.5,12,2022
"Perry Salazar","12348018",15981,309,154.5,11,2022
"Perry Salazar","12348018",15672,460,230,10,2022
"Perry Salazar","12348018",15212,543,271.5,9,2022
"Perry Salazar","12348018",14669,518,259,8,2022
"Perry Salazar","12348018",14151,564,282,7,2022
"Perry Salazar","12348018",13587,311,155.5,6,2022
"Perry Salazar","12348018",13276,562,281,5,2022
"Perry Salazar","12348018",12714,554,277,4,2022
"Perry Salazar","12348018",12160,334,167,3,2022
"Perry Salazar","12348018",11826,313,156.5,2,2022
"Perry Salazar","12348018",11513,301,150.5,1,2022
"Perry Salazar","12348018",11212,464,232,12,2021
"Perry Salazar","12348018",10748,509,254.5,11,2021
"Perry Salazar","12348018",10239,347,173.5,10,2021
"Perry Salazar","12348018",9892,348,174,9,2021
"Perry Salazar","12348018",9544,587,293.5,8,2021
"Perry Salazar","12348018",8957,461,230.5,7,2021
"Perry Salazar","12348018",8496,493,246.5,6,2021
"Perry Salazar","12348018",8003,553,276.5,5,2021
"Perry Salazar","12348018",7450,391,195.5,4,2021
"Perry Salazar","12348018",7059,465,232.5,3,2021
"Perry Salazar","12348018",6594,532,266,2,2021
"Perry Salazar","12348018",6062,481,240.5,1,2021
"Perry Salazar","12348018",5581,358,179,12,2020
"Perry Salazar","12348018",5223,462,231,11,2020
"Perry Salazar","12348018",4761,461,230.5,10,2020
"Perry Salazar","12348018",4300,545,272.5,9,2020
"Perry Salazar","12348018",3755,524,262,8,2020
"Perry Salazar","12348018",3231,350,175,7,2020
"Perry Salazar","12348018",2881,529,264.5,6,2020
"Perry Salazar","12348018",2352,398,199,5,2020
"Perry Salazar","12348018",1954,577,288.5,4,2020
"Perry Salazar","12348018",1377,503,251.5,3,2020
"Perry Salazar","12348018",874,574,287,2,2020
"Perry Salazar","12348018",300,300,150,1,2020
"Peggy Tran","12348017",30381,587,293.5,8,2025
"Peggy Tran","12348017",29794,353,176.5,7,2025
"Peggy Tran","12348017",29441,428,214,6,2025
"Peggy Tran","12348017",29013,592,296,5,2025
"Peggy Tran","12348017",28421,549,274.5,4,2025
"Peggy Tran","12348017",27872,301,150.5,3,2025
"Peggy Tran","12348017",27571,444,222,2,2025
"Peggy Tran","12348017",27127,393,196.5,1,2025
"Peggy Tran","12348017",26734,575,287.5,12,2024
"Peggy Tran","12348017",26159,390,195,11,2024
"Peggy Tran","12348017",25769,564,282,10,2024
"Peggy Tran","12348017",25205,383,191.5,9,2024
"Peggy Tran","12348017",24822,335,167.5,8,2024
"Peggy Tran","12348017",24487,473,236.5,7,2024
"Peggy Tran","12348017",24014,346,173,6,2024
"Peggy Tran","12348017",23668,437,218.5,5,2024
"Peggy Tran","12348017",23231,434,217,4,2024
"Peggy Tran","12348017",22797,403,201.5,3,2024
"Peggy Tran","12348017",22394,559,279.5,2,2024
"Peggy Tran","12348017",21835,387,193.5,1,2024
"Peggy Tran","12348017",21448,494,247,12,2023
"Peggy Tran","12348017",20954,469,234.5,11,2023
"Peggy Tran","12348017",20485,426,213,10,2023
"Peggy Tran","12348017",20059,570,285,9,2023
"Peggy Tran","12348017",19489,411,205.5,8,2023
"Peggy Tran","12348017",19078,423,211.5,7,2023
"Peggy Tran","12348017",18655,503,251.5,6,2023
"Peggy Tran","12348017",18152,463,231.5,5,2023
"Peggy Tran","12348017",17689,591,295.5,4,2023
"Peggy Tran","12348017",17098,353,176.5,3,2023
"Peggy Tran","12348017",16745,592,296,2,2023
"Peggy Tran","12348017",16153,422,211,1,2023
"Peggy Tran","12348017",15731,341,170.5,12,2022
"Peggy Tran","12348017",15390,330,165,11,2022
"Peggy Tran","12348017",15060,423,211.5,10,2022
"Peggy Tran","12348017",14637,438,219,9,2022
"Peggy Tran","12348017",14199,357,178.5,8,2022
"Peggy Tran","12348017",13842,340,170,7,2022
"Peggy Tran","12348017",13502,402,201,6,2022
"Peggy Tran","12348017",13100,325,162.5,5,2022
"Peggy Tran","12348017",12775,428,214,4,2022
"Peggy Tran","12348017",12347,473,236.5,3,2022
"Peggy Tran","12348017",11874,546,273,2,2022
"Peggy Tran","12348017",11328,384,192,1,2022
"Peggy Tran","12348017",10944,398,199,12,2021
"Peggy Tran","12348017",10546,331,165.5,11,2021
"Peggy Tran","12348017",10215,545,272.5,10,2021
"Peggy Tran","12348017",9670,498,249,9,2021
"Peggy Tran","12348017",9172,400,200,8,2021
"Peggy Tran","12348017",8772,525,262.5,7,2021
"Peggy Tran","12348017",8247,372,186,6,2021
"Peggy Tran","12348017",7875,398,199,5,2021
"Peggy Tran","12348017",7477,315,157.5,4,2021
"Peggy Tran","12348017",7162,489,244.5,3,2021
"Peggy Tran","12348017",6673,541,270.5,2,2021
"Peggy Tran","12348017",6132,351,175.5,1,2021
"Peggy Tran","12348017",5781,476,238,12,2020
"Peggy Tran","12348017",5305,318,159,11,2020
"Peggy Tran","12348017",4987,551,275.5,10,2020
"Peggy Tran","12348017",4436,347,173.5,9,2020
"Peggy Tran","12348017",4089,314,157,8,2020
"Peggy Tran","12348017",3775,594,297,7,2020
"Peggy Tran","12348017",3181,592,296,6,2020
"Peggy Tran","12348017",2589,592,296,5,2020
"Peggy Tran","12348017",1997,525,262.5,4,2020
"Peggy Tran","12348017",1472,599,299.5,3,2020
"Peggy Tran","12348017",873,573,286.5,2,2020
"Peggy Tran","12348017",300,300,150,1,2020
"Paul Hardy","12348016",29993,578,289,8,2025
"Paul Hardy","12348016",29415,320,160,7,2025
"Paul Hardy","12348016",29095,356,178,6,2025
"Paul Hardy","12348016",28739,410,205,5,2025
"Paul Hardy","12348016",28329,323,161.5,4,2025
"Paul Hardy","12348016",28006,366,183,3,2025
"Paul Hardy","12348016",27640,435,217.5,2,2025
"Paul Hardy","12348016",27205,352,176,1,2025
"Paul Hardy","12348016",26853,518,259,12,2024
"Paul Hardy","12348016",26335,539,269.5,11,2024
"Paul Hardy","12348016",25796,316,158,10,2024
"Paul Hardy","12348016",25480,374,187,9,2024
"Paul Hardy","12348016",25106,455,227.5,8,2024
"Paul Hardy","12348016",24651,593,296.5,7,2024
"Paul Hardy","12348016",24058,410,205,6,2024
"Paul Hardy","12348016",23648,473,236.5,5,2024
"Paul Hardy","12348016",23175,482,241,4,2024
"Paul Hardy","12348016",22693,397,198.5,3,2024
"Paul Hardy","12348016",22296,548,274,2,2024
"Paul Hardy","12348016",21748,324,162,1,2024
"Paul Hardy","12348016",21424,585,292.5,12,2023
"Paul Hardy","12348016",20839,430,215,11,2023
"Paul Hardy","12348016",20409,368,184,10,2023
"Paul Hardy","12348016",20041,475,237.5,9,2023
"Paul Hardy","12348016",19566,436,218,8,2023
"Paul Hardy","12348016",19130,491,245.5,7,2023
"Paul Hardy","12348016",18639,464,232,6,2023
"Paul Hardy","12348016",18175,329,164.5,5,2023
"Paul Hardy","12348016",17846,370,185,4,2023
"Paul Hardy","12348016",17476,353,176.5,3,2023
"Paul Hardy","12348016",17123,512,256,2,2023
"Paul Hardy","12348016",16611,305,152.5,1,2023
"Paul Hardy","12348016",16306,361,180.5,12,2022
"Paul Hardy","12348016",15945,524,262,11,2022
"Paul Hardy","12348016",15421,419,209.5,10,2022
"Paul Hardy","12348016",15002,584,292,9,2022
"Paul Hardy","12348016",14418,341,170.5,8,2022
"Paul Hardy","12348016",14077,418,209,7,2022
"Paul Hardy","12348016",13659,566,283,6,2022
"Paul Hardy","12348016",13093,421,210.5,5,2022
"Paul Hardy","12348016",12672,519,259.5,4,2022
"Paul Hardy","12348016",12153,437,218.5,3,2022
"Paul Hardy","12348016",11716,555,277.5,2,2022
"Paul Hardy","12348016",11161,592,296,1,2022
"Paul Hardy","12348016",10569,482,241,12,2021
"Paul Hardy","12348016",10087,437,218.5,11,2021
"Paul Hardy","12348016",9650,391,195.5,10,2021
"Paul Hardy","12348016",9259,543,271.5,9,2021
"Paul Hardy","12348016",8716,511,255.5,8,2021
"Paul Hardy","12348016",8205,413,206.5,7,2021
"Paul Hardy","12348016",7792,600,300,6,2021
"Paul Hardy","12348016",7192,450,225,5,2021
"Paul Hardy","12348016",6742,535,267.5,4,2021
"Paul Hardy","12348016",6207,334,167,3,2021
"Paul Hardy","12348016",5873,323,161.5,2,2021
"Paul Hardy","12348016",5550,450,225,1,2021
"Paul Hardy","12348016",5100,442,221,12,2020
"Paul Hardy","12348016",4658,364,182,11,2020
"Paul Hardy","12348016",4294,551,275.5,10,2020
"Paul Hardy","12348016",3743,382,191,9,2020
"Paul Hardy","12348016",3361,552,276,8,2020
"Paul Hardy","12348016",2809,383,191.5,7,2020
"Paul Hardy","12348016",2426,446,223,6,2020
"Paul Hardy","12348016",1980,316,158,5,2020
"Paul Hardy","12348016",1664,411,205.5,4,2020
"Paul Hardy","12348016",1253,470,235,3,2020
"Paul Hardy","12348016",783,483,241.5,2,2020
"Paul Hardy","12348016",300,300,150,1,2020
"Patrick Crawford","12348015",30305,401,200.5,8,2025
"Patrick Crawford","12348015",29904,529,264.5,7,2025
"Patrick Crawford","12348015",29375,409,204.5,6,2025
"Patrick Crawford","12348015",28966,423,211.5,5,2025
"Patrick Crawford","12348015",28543,344,172,4,2025
"Patrick Crawford","12348015",28199,400,200,3,2025
"Patrick Crawford","12348015",27799,477,238.5,2,2025
"Patrick Crawford","12348015",27322,390,195,1,2025
"Patrick Crawford","12348015",26932,365,182.5,12,2024
"Patrick Crawford","12348015",26567,503,251.5,11,2024
"Patrick Crawford","12348015",26064,586,293,10,2024
"Patrick Crawford","12348015",25478,565,282.5,9,2024
"Patrick Crawford","12348015",24913,318,159,8,2024
"Patrick Crawford","12348015",24595,370,185,7,2024
"Patrick Crawford","12348015",24225,356,178,6,2024
"Patrick Crawford","12348015",23869,393,196.5,5,2024
"Patrick Crawford","12348015",23476,494,247,4,2024
"Patrick Crawford","12348015",22982,385,192.5,3,2024
"Patrick Crawford","12348015",22597,540,270,2,2024
"Patrick Crawford","12348015",22057,572,286,1,2024
"Patrick Crawford","12348015",21485,510,255,12,2023
"Patrick Crawford","12348015",20975,392,196,11,2023
"Patrick Crawford","12348015",20583,513,256.5,10,2023
"Patrick Crawford","12348015",20070,479,239.5,9,2023
"Patrick Crawford","12348015",19591,447,223.5,8,2023
"Patrick Crawford","12348015",19144,583,291.5,7,2023
"Patrick Crawford","12348015",18561,304,152,6,2023
"Patrick Crawford","12348015",18257,336,168,5,2023
"Patrick Crawford","12348015",17921,562,281,4,2023
"Patrick Crawford","12348015",17359,561,280.5,3,2023
"Patrick Crawford","12348015",16798,486,243,2,2023
"Patrick Crawford","12348015",16312,521,260.5,1,2023
"Patrick Crawford","12348015",15791,551,275.5,12,2022
"Patrick Crawford","12348015",15240,382,191,11,2022
"Patrick Crawford","12348015",14858,337,168.5,10,2022
"Patrick Crawford","12348015",14521,402,201,9,2022
"Patrick Crawford","12348015",14119,589,294.5,8,2022
"Patrick Crawford","12348015",13530,464,232,7,2022
"Patrick Crawford","12348015",13066,316,158,6,2022
"Patrick Crawford","12348015",12750,495,247.5,5,2022
"Patrick Crawford","12348015",12255,465,232.5,4,2022
"Patrick Crawford","12348015",11790,370,185,3,2022
"Patrick Crawford","12348015",11420,596,298,2,2022
"Patrick Crawford","12348015",10824,347,173.5,1,2022
"Patrick Crawford","12348015",10477,371,185.5,12,2021
"Patrick Crawford","12348015",10106,461,230.5,11,2021
"Patrick Crawford","12348015",9645,395,197.5,10,2021
"Patrick Crawford","12348015",9250,500,250,9,2021
"Patrick Crawford","12348015",8750,454,227,8,2021
"Patrick Crawford","12348015",8296,388,194,7,2021
"Patrick Crawford","12348015",7908,472,236,6,2021
"Patrick Crawford","12348015",7436,505,252.5,5,2021
"Patrick Crawford","12348015",6931,492,246,4,2021
"Patrick Crawford","12348015",6439,372,186,3,2021
"Patrick Crawford","12348015",6067,367,183.5,2,2021
"Patrick Crawford","12348015",5700,533,266.5,1,2021
"Patrick Crawford","12348015",5167,591,295.5,12,2020
"Patrick Crawford","12348015",4576,425,212.5,11,2020
"Patrick Crawford","12348015",4151,581,290.5,10,2020
"Patrick Crawford","12348015",3570,477,238.5,9,2020
"Patrick Crawford","12348015",3093,383,191.5,8,2020
"Patrick Crawford","12348015",2710,335,167.5,7,2020
"Patrick Crawford","12348015",2375,431,215.5,6,2020
"Patrick Crawford","12348015",1944,392,196,5,2020
"Patrick Crawford","12348015",1552,301,150.5,4,2020
"Patrick Crawford","12348015",1251,462,231,3,2020
"Patrick Crawford","12348015",789,489,244.5,2,2020
"Patrick Crawford","12348015",300,300,150,1,2020
"Patricia Scott","12348014",31346,369,184.5,8,2025
"Patricia Scott","12348014",30977,352,176,7,2025
"Patricia Scott","12348014",30625,357,178.5,6,2025
"Patricia Scott","12348014",30268,574,287,5,2025
"Patricia Scott","12348014",29694,534,267,4,2025
"Patricia Scott","12348014",29160,545,272.5,3,2025
"Patricia Scott","12348014",28615,535,267.5,2,2025
"Patricia Scott","12348014",28080,530,265,1,2025
"Patricia Scott","12348014",27550,576,288,12,2024
"Patricia Scott","12348014",26974,459,229.5,11,2024
"Patricia Scott","12348014",26515,447,223.5,10,2024
"Patricia Scott","12348014",26068,455,227.5,9,2024
"Patricia Scott","12348014",25613,335,167.5,8,2024
"Patricia Scott","12348014",25278,437,218.5,7,2024
"Patricia Scott","12348014",24841,585,292.5,6,2024
"Patricia Scott","12348014",24256,597,298.5,5,2024
"Patricia Scott","12348014",23659,413,206.5,4,2024
"Patricia Scott","12348014",23246,588,294,3,2024
"Patricia Scott","12348014",22658,447,223.5,2,2024
"Patricia Scott","12348014",22211,378,189,1,2024
"Patricia Scott","12348014",21833,379,189.5,12,2023
"Patricia Scott","12348014",21454,555,277.5,11,2023
"Patricia Scott","12348014",20899,591,295.5,10,2023
"Patricia Scott","12348014",20308,562,281,9,2023
"Patricia Scott","12348014",19746,420,210,8,2023
"Patricia Scott","12348014",19326,352,176,7,2023
"Patricia Scott","12348014",18974,441,220.5,6,2023
"Patricia Scott","12348014",18533,418,209,5,2023
"Patricia Scott","12348014",18115,565,282.5,4,2023
"Patricia Scott","12348014",17550,595,297.5,3,2023
"Patricia Scott","12348014",16955,476,238,2,2023
"Patricia Scott","12348014",16479,384,192,1,2023
"Patricia Scott","12348014",16095,460,230,12,2022
"Patricia Scott","12348014",15635,487,243.5,11,2022
"Patricia Scott","12348014",15148,589,294.5,10,2022
"Patricia Scott","12348014",14559,549,274.5,9,2022
"Patricia Scott","12348014",14010,590,295,8,2022
"Patricia Scott","12348014",13420,342,171,7,2022
"Patricia Scott","12348014",13078,572,286,6,2022
"Patricia Scott","12348014",12506,377,188.5,5,2022
"Patricia Scott","12348014",12129,370,185,4,2022
"Patricia Scott","12348014",11759,415,207.5,3,2022
"Patricia Scott","12348014",11344,518,259,2,2022
"Patricia Scott","12348014",10826,558,279,1,2022
"Patricia Scott","12348014",10268,525,262.5,12,2021
"Patricia Scott","12348014",9743,455,227.5,11,2021
"Patricia Scott","12348014",9288,381,190.5,10,2021
"Patricia Scott","12348014",8907,581,290.5,9,2021
"Patricia Scott","12348014",8326,440,220,8,2021
"Patricia Scott","12348014",7886,497,248.5,7,2021
"Patricia Scott","12348014",7389,599,299.5,6,2021
"Patricia Scott","12348014",6790,322,161,5,2021
"Patricia Scott","12348014",6468,390,195,4,2021
"Patricia Scott","12348014",6078,553,276.5,3,2021
"Patricia Scott","12348014",5525,553,276.5,2,2021
"Patricia Scott","12348014",4972,467,233.5,1,2021
"Patricia Scott","12348014",4505,512,256,12,2020
"Patricia Scott","12348014",3993,361,180.5,11,2020
"Patricia Scott","12348014",3632,368,184,10,2020
"Patricia Scott","12348014",3264,367,183.5,9,2020
"Patricia Scott","12348014",2897,382,191,8,2020
"Patricia Scott","12348014",2515,311,155.5,7,2020
"Patricia Scott","12348014",2204,337,168.5,6,2020
"Patricia Scott","12348014",1867,332,166,5,2020
"Patricia Scott","12348014",1535,382,191,4,2020
"Patricia Scott","12348014",1153,382,191,3,2020
"Patricia Scott","12348014",771,471,235.5,2,2020
"Patricia Scott","12348014",300,300,150,1,2020
"Pamela Brown","12348013",30091,428,214,8,2025
"Pamela Brown","12348013",29663,375,187.5,7,2025
"Pamela Brown","12348013",29288,322,161,6,2025
"Pamela Brown","12348013",28966,474,237,5,2025
"Pamela Brown","12348013",28492,475,237.5,4,2025
"Pamela Brown","12348013",28017,379,189.5,3,2025
"Pamela Brown","12348013",27638,598,299,2,2025
"Pamela Brown","12348013",27040,382,191,1,2025
"Pamela Brown","12348013",26658,526,263,12,2024
"Pamela Brown","12348013",26132,370,185,11,2024
"Pamela Brown","12348013",25762,377,188.5,10,2024
"Pamela Brown","12348013",25385,471,235.5,9,2024
"Pamela Brown","12348013",24914,302,151,8,2024
"Pamela Brown","12348013",24612,454,227,7,2024
"Pamela Brown","12348013",24158,450,225,6,2024
"Pamela Brown","12348013",23708,348,174,5,2024
"Pamela Brown","12348013",23360,423,211.5,4,2024
